1854	uc2.ark:/13960/t5z60fb75	q	dollars	8.0	price	Mary Roberts where hers came from, and I knew it was eight dollars, and I went to the milliner's and got one almost exactly like
1805	nyp.33433066604392	q	pounds	5000.0	prize	hopes and sears, Fortune savoured him with a prize os five thousand pounds. '* Having received his money he thought os nothing else sor several
1859	uiuo.ark:/13960/t0gt63p4t	q	pounds	0.004	bet	comfort, although he died a murderer, and you're, I dare bet a penny, an accomplish to the agressories after the fact. Harn't you been a
1852	uiuo.ark:/13960/t1jh43r19	q	pounds	0.04	wages	not much difficulty in obtaining this, and with a pension of ten pence a day, the rank of a full corporal, and, 1 believe, the
1793	mdp.39015078549311	e	none	0.0	nonmonetary	a sailor and a merchant; for I brought brought home sive hundred pounds nine ounces of goh dust sor my adventure, which yielded me in
1925	00010241	q	dollars	10.0	price	dog?” He looked at it admiringly. “That dog will cost you ten dollars.” The Airedale—undoubtedly there was an Airedale concerned in it somewhere, though its
1833	hvd.32044083377317	q	pounds	1.05	gift	she entered the room, the said gentleman put a paper and a guinea in her hand, told her he came from Mr. Darby, Sir Richard
1815	uiuo.ark:/13960/t4cn7c75m	q	pounds	60000.0	expenses	convincing manner, the expediency of in creasing Cerulea's allowance from 20 to £60,000, moved that that sum should be granted to her. Perhaps not a
1846	mdp.39015059417702	q	pounds	1000.0	bribe	differently from my friend Latimer." " I shall not grudge the thousand pounds, sir, " replied Mrs. Charlton, " if my son is actually liberated,
1916	uc2.ark:/13960/t7np20046	q	dollars	1000.0	wages	raise as hearty a laugh at the prize antics of the thousand dollar star comedian, as them fellers riz on that cap episode.' ' Well,
1871	nyp.33433082286224	q	dollars	40.0	pocket	large sum for one who, at the time, was worth but fifty dollars in the world, one fifth of which he paid in advance for
1759	mdp.39015009239859	q	pounds	25000.0	capital	all that could happen, which were the Value of a hundred thousand Crowns. She is fled to Bruxelh, to a Nunnery of Augujlins^ where the
1897	mdp.39015063588290	q	dollars	10000.0	wages	had done, said the father; but the mill was making thousands of dollars now where it had been making hundreds then. So the mother urged
1922	nyp.33433074959556	q	pounds	0.001	pocket	me like this? You shall pay for it to the last least farthing. I will never have any mercy on you again." He kissed her
1906	mdp.39015063931805	q	pounds	1.05	pocket	Bishop's support ; but we shall see. I would give my crooked guinea, and all the luck it will ever bring me, to have him
1827	njp.32101066459726	e	none	0.0	nonmonetary	and although himself Beau — brillant — lestet volage — Amiable et franc, corarae on Test au bel age, he could reconcile the most formal
1777	dul1.ark:/13960/t6h13j73s	q	pounds	500.0	rent	infills on not havins; one. Their income will be about five hundred pounds a year: it is not much; yet, with their difpofuions, I think
1901	mdp.39015063025103	q	pounds	50.0	bet	and the gentlemen of Hampshire, at ten pound the battle, and fifty pound the odd battle to show one and twenty cocks." " And what
1876	uiuo.ark:/13960/t5q81nf10	q	pounds	1.0	pocket	looked carefully into all the folds of the purse, found two half sovereigns and odd silver, and, pasted against the folding cover, a bit of
1865	njp.32101068179181	q	pounds	0.004	rent	it burned down to the ground before it brought her in a cent of rent; it's sure to do her some kind of mischief, take
1807	nyp.33433082238183	e	none	0.0	nonmonetary	tyrant. For he being addicted to such a cruel nature, that the £4 noble he rewarded with bloody murder, .fair ladies and damsels he defaced
1804	mdp.39015063571775	e	none	0.0	nonmonetary	of my own life, the sole wish of rendering my Lord inno cent and happy. Sir George Harington and Mr. Tre vilian are old acquaintance,
1786	nyp.33433074913546	e	none	0.0	nonmonetary	; " the iijhject via&.oksede upon one fartout. There \J}fnii« . was 6$ 0 E C I L f Æ was frarce any breathing for
1887	njp.32101068972791	q	pounds	100000.0	capital	! If it cost a thousand pounds, twenty thousand, a hundred thousand pounds — what does it matter ! What The money in comparison with
1945	00010782	e	none	0.0	nonmonetary	The man who came in was not the thin man—not by fifty pounds or more. He was tall and broad and powerful, and he moved
1921	uc2.ark:/13960/t3125vp2s	q	dollars	0.1	pocket	and get another rod for you. Gracious me ! I'Ve forgotten the pennies and the gum bottle. David would never forgive me, however hard he
1770	nyp.33433074911276	q	pounds	0.03	price	talk and stalk fo much alike, that I would not give nine pence to choose amongst them. - I was fo long in getting from
1903	mdp.39015063949146	q	pounds	500.0	wages	I must go for what Monsieur le capitaine offers me." "Five hundred francs, " added Louis. "A thousand francs, if we succeed in bringing my
1949	00010938	e	none	0.0	nonmonetary	we are losing are more precious than diamonds, and dearer than the crowns of the kings.” Her voice was more soothing than Life’s whispering, and
1813	nyp.33433075729909	q	pounds	0.05	pocket	this you must get perfectly by heart, before I give you one shilling more pocket money.' The motive was all powerful, and with pains, iteration
1794	dul1.ark:/13960/t15m6t508	e	none	0.0	nonmonetary	iightfui than' that which' it Ikpefientes, when, pkmged in the abyss f' '(36s jjaff, it perceives the approach of a friend? But to enjoy this
1856	nyp.33433074862925	q	dollars	5.0	wages	the credit of the nation abroad. Fill your glass, here's a five dollar bill for your fees, and here's to your good health. If you
1834	uc2.ark:/13960/t7rn3737v	q	pounds	0.05	gift	to a beggar means ' a sovereign by mistake, instead of a shilling.' Pleasure to a sailor ' a fresh breeze and a sight of
1823	nyp.33433075743520	q	pounds	0.024	wages	the public stock, For deeds of valour to be done hereaftei — Sixpence ptr day, subsistence and arrears. The RematingQfficer. AN attendant upon the Archers
1915	nyp.33433074941794	q	pounds	0.001	pocket	knows, if you let it come to that, if you'd have a farthing left apiece, you and the little boy, whatever! You can't keep Mr.
1853	uc1.b3327532	q	dollars	1200.0	price	to part with as few as possible, and you offer twelve hundred dollars extra for Selma, I have consented to have her included in the
1781	mdp.39015066644074	q	pounds	2500.0	rent	Sir, tea ** thousand crowns a year!" " Ten thousand " ** crowns a year, Madam, are an insult when ** mentioned to persons like
1913	nyp.33433074919576	q	pounds	1.05	bet	land yet, Mac. Burn me if I don't." "I 'll wager a guinea you burn, whether or no!" retorted Rory with the easy contempt bred
1935	00010477	q	dollars	0.14	price	cat that has seen better days she has drunk cream at fourteen cents the half pint in her time and now she is thankful for
1830	nyp.33433074938758	q	pounds	1.05	bet	" Oh by all means. Well! what's the stake ?" " Oh, guinea loo, of course: I never play higher." " And so, my Lord
1930	00010327	q	dollars	1500000.0	wages	not made into a film, Shellabarger had amassed a total 1.5 million dollars for his late-in-life historical novels. Continued output was in progress, but Shellabarger’s
1941	00010651	q	dollars	10000.0	expenses	to struggle with the complicated household expenditures herself. It took thousands of dollars to nan the estate, with its famous wine cellar, stables, gardeas, and
1798	nyp.33433074911631	q	pounds	0.004	pocket	the mortifications stie had once been exposed f to in Scotland, when penny less and dependent, and the dread of suffering again with Medora all
1950	00010996	q	dollars	50000.0	bribe	I smiled at him. “Fifty, fifty, fifty,” he said, irritated. “Fifty thousand dollars. They are thieves and murderers. You’re a bandit.” “Payable ten a year
1780	mdp.39015059896913	e	none	0.0	nonmonetary	the renowned Arthur, King of Great Britain, there lived in Gascony, a sovereign, whose name was Ladon, married to the beautiful Lidamia, daughter to an
1943	00010704	q	dollars	70000.0	debt	Keene’s, and afterwards had an immediate and pressing need for seventy thousand dollars; not a huge sum to kill for. Meanwhile, let’s have at least
1900	uc2.ark:/13960/t6ww7bq15	q	pounds	21.0	wages	ordered a person to wait on you, and to pay you twenty guineas, which I beg you will accept till I have the pleasure of
1932	00010382	e	none	0.0	nonmonetary	is a nice fella. 2d Soldier—Everybody’s a nice fella to you tonight. 3d Roman Soldier—Come on, let’s go up to the barracks. I feel like
