idcode,date,wordcount,author,title
mdp.39015063932993,1858,80950,"[Lawrence, George Alfred]",Guy Livingstone;
njp.32101076207735,1858,83203,<blank>,"Tales from ""Blackwood """
uiuo.ark:/13960/t4vh63v11,1858,52211,"Oliphant,",The laird of Norlaw
uc2.ark:/13960/t15m63w5d,1858,48960,"Smythies,Gordon,","A lover's quarrel, or, The county ball"
njp.32101067634178,1858,63948,"Haliburton, Thomas Chandler,","The sayings and doings of Samuel Slick, esq"
njp.32101060914833,1858,44228,"Guerrazzi, Francesco Domenico,",Beatrice Cenci: A tale of the sixteenth century
njp.32101068164233,1858,56458,"Penn, A. Sylvan.",My three neighbors in the Queen City
uiuo.ark:/13960/t2h711b53,1858,43413,"Ponsonby, Emily,",The two brothers
njp.32101068162492,1858,39282,"Abbott, Jacob,",Rollo in Scotland
uc2.ark:/13960/t3cz39q8t,1858,58375,"Manning, Anne,",The year nine
mdp.39015028701715,1858,271072,"Alfred,",The whole works of King Alfred the Great
mdp.39015048903002,1858,114523,"Malory, Thomas,",La mort d'Arthure
uiuo.ark:/13960/t9d50xj8x,1858,53874,"Bunbury, Selina,",Sir Guy d'Esterre
uc2.ark:/13960/t2r49mw40,1858,48740,"Herbert, George,",Gerald Fitzgerald
uiuo.ark:/13960/t6sx6zv4w,1858,59731,"Lee, Holme,",Sylvan Holt's daughter
uiuo.ark:/13960/t10p1mx4t,1858,54064,"Oliphant,",The laird of Norlaw
uiuo.ark:/13960/t8jd5746k,1858,47897,"Day, Julia.",The Gilberts & their guests
uc2.ark:/13960/t0js9p97s,1858,132893,"Lever, Charles James,",Roland Cashel
wu.89099786345,1858,64315,"Scott, Walter,",Waverley novels
nnc1.cu58358935,1858,154257,"Southworth, Emma Dorothy Eliza Nevitte,",The three beauties
nyp.33433076027071,1858,64618,"Paul, James.",Violet
mdp.39015013100063,1858,191186,"Alfred,",The whole works of King Alfred the Great
njp.32101076207685,1858,90430,<blank>,"Tales from ""Blackwood """
nnc1.cu58384049,1858,44833,"Curtis, George William,",Prue and I
uc1.b3328824,1858,75190,"Scott, Walter,",Waverley novels
mdp.39015058691323,1858,91789,<blank>,"Tales from ""Blackwood."""
nyp.33433074861612,1858,107899,"Hughes, Thomas,",School days at Rugby
uiuo.ark:/13960/t4cn7n03t,1859,48929,"Manning, Anne,",Poplar house academy
uc1.b281967,1859,40054,"Taliaferro, Hardin E.,",Fisher's River (North Carolina) scenes and characters
uiuo.ark:/13960/t2x35cg1z,1859,41487,"Parker, Hastings,",Bentley Priory
nyp.33433074910245,1859,90042,"Moore, H. J.","Anna Clayton; or, The mother's trial"
njp.32101067707529,1859,62783,"Blake, Lillie Devereux,",Southwold
uc1.b3321385,1859,184698,"Cooper, James Fenimore,",Novels
uc2.ark:/13960/t2v40k663,1853,82295,"Belisle, D. W.","The American family Robinson; or, The adventures of a family lost in the great desert of the West"
wu.89098864754,1858,43890,<blank>,"Home made happy, or, Pictures of every-day life for the family circle"
uc2.ark:/13960/t72v2j12r,1859,69046,"Reade, Charles,","""Love me little, love me long"""
uiuo.ark:/13960/t9q24jn9g,1859,43345,"Barrowcliffe, A. J.",Trust for trust
uc1.b3321360,1859,159565,"Cooper, James Fenimore,",Novels
uiuo.ark:/13960/t9k36dp56,1859,51496,"Robinson, F. W.",Woodleigh
uc1.b3321386,1859,150223,"Cooper, James Fenimore,",Novels
uc1.b3321374,1859,177978,"Cooper, James Fenimore,",Novels
uc2.ark:/13960/t6d21t16h,1859,159769,"Hamilton, William,",Lectures on metaphysics and logic
nyp.33433076066269,1859,73510,"Bowen, Sue Petigru,",Sylvia's world
uc1.b3321362,1859,151372,"Cooper, James Fenimore,",Novels
nyp.33433076071350,1859,77712,"Hampden, Allen.",Hartley Norman
mdp.39015028531880,1859,134123,"Cooper, James Fenimore,",[Works]
uc2.ark:/13960/t5fb4zq43,1859,86912,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton
uc1.b4104557,1859,31946,"Arthur, T. S.","Retiring from business; or, The rich man's error"
wu.89087925434,1858,57560,"Arthur, T. S.","The hand but not the heart, or, The life-trials of Jessie Loring"
nnc1.1002158760,1859,80042,<blank>,The beauty of woman's faith;
nyp.33433076050552,1859,106027,"Jervey, Caroline Howard Gilman Glover,","Vernon Grove, or, Hearts as they are"
uc2.ark:/13960/t70v8b34s,1859,37624,"Abbott, Jacob,",Rollo in Switzerland
uc1.b3321377,1859,180724,"Cooper, James Fenimore,",Novels
uc1.b3321361,1859,151625,"Cooper, James Fenimore,",Novels
uiuo.ark:/13960/t6h13jd0k,1859,51266,"Mathews, William,",The two homes
uc1.b3328990,1859,95727,"Peacocke, James S.",The orphan girls
njp.32101066477389,1859,37134,"Leslie, Madeline,",Jack the chimney sweeper
uc2.ark:/13960/t84j0hc8r,1859,23074,"Hofland,","Alicia and her aunt; or, Think before you speak"
uiuo.ark:/13960/t88g96s10,1859,55518,"Lee, Holme,",Against wind and tide
mdp.39015063973609,1859,146184,"Ware, William,",Aurelian;
uc1.b3321365,1859,182412,"Cooper, James Fenimore,",Novels
uiuo.ark:/13960/t5w675616,1859,43687,"Collins, Wilkie,",The Queen of Hearts
uc2.ark:/13960/t5n875c6c,1859,58133,"Loveyouth, Willis.",Fred Freeland ;
nyp.33433074863592,1859,70807,"James, G. P. R.",The Cavalier
njp.32101067634186,1859,141071,"Haliburton, Thomas Chandler,",Sam Slick's wise saws and modern instances
uc1.b3321369,1859,183712,"Cooper, James Fenimore,",Novels
uc1.b3321375,1859,168366,"Cooper, James Fenimore,",Novels
nyp.33433082523907,1859,14352,<blank>,"The school-girls in number 40; or, Principle put to the test"
uiuo.ark:/13960/t0xp7kn27,1859,60635,"Pardoe,",A life-struggle
uva.x030802617,1859,23373,"A. L. O. E.,",Eddy Ellerslie
nyp.33433078795154,1859,39868,"Pushkin, Aleksandr Sergeevich,",The captain's daughter
njp.32101068167046,1859,77814,"Curtis, Newton Mallory.",The ranger of Ravenstream
uiuo.ark:/13960/t0gt63p4t,1859,49125,"Jeaffreson, John Cordy,",Miriam Copley
uiuo.ark:/13960/t47p9m20q,1859,48203,"Reid, Mayne,",Oceola
uc2.ark:/13960/t23b5z64t,1859,80034,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton
uc2.ark:/13960/t3tt4qb20,1860,37456,"Manning, Anne,",The day of small things
nyp.33433011791815,1860,6539,"Johnson, Jane,",Treasury of facts
uc1.b3549822,1860,115396,"Bennett, Emerson,","The trapper's bride; or, Spirit of adventure"
njp.32101067627537,1860,45953,"Armstrong, F. C.",The cruize of the daring
mdp.39015078574293,1860,49000,"Wyss, Johann David,","The Swiss family Robinson, first series"
inu.32000004064921,1860,76568,"Eliot, George,",The mill on the Floss
uiuo.ark:/13960/t9m33gx8s,1860,57061,"Dutton, Ralph,",Woman's temptation
njp.32101073395038,1860,155907,"Reid, Mayne,","The war trail, or, The hunt of the wild horse"
uc2.ark:/13960/t5h991p35,1860,48659,"Ferry, Gabriel,",The wood-rangers
nyp.33433074945548,1860,62113,"Collins, Wilkie,",Sights a-foot
uiuo.ark:/13960/t2c82wd69,1860,44078,"Peel, Augustus,",Honesty is the best policy
uiuo.ark:/13960/t9x06r99d,1860,45525,"Stretton, Julia Cecilia,",The valley of a hundred fires
uiuo.ark:/13960/t33209h0p,1860,41141,"Eden, Emily,",The semi-attached couple
uc2.ark:/13960/t9w08zk50,1860,11042,"Leech, John,",Four hundred humorous illustrations
uc2.ark:/13960/t4hm55r50,1860,90693,"Whitehead, Charles E.","Wild sports in the South; or, The camp-fires of the Everglades"
uiuo.ark:/13960/t97660c0q,1860,52921,"Kavanagh, Julia,","Seven years, and other tales"
nyp.33433076079361,1860,181863,"Huntington, J. V.",Rosemary;
nyp.33433076042393,1860,66209,"Victor, Metta Victoria Fuller,",Fresh leaves from western woods
uc1.b3327064,1860,113617,"Myers, P. Hamilton",Thrilling adventures of the prisoner of the border
uc2.ark:/13960/t3028z12b,1860,137943,"Smedley, Frank E.","The fortunes of the Colville family; or, A cloud with its silver lining"
uiuo.ark:/13960/t6057vg1x,1860,51688,"Beale, Anne.",Country landlords
nyp.33433074947171,1860,123071,"Cockton, Henry,",Percy Effingham
uiuo.ark:/13960/t59c7bm0m,1860,41873,<blank>,The Hallow isle tragedy
uc2.ark:/13960/t3416w946,1860,13917,"Sheldon, Electa M Bronson,",The Clevelands
nyp.33433074920228,1860,57000,<blank>,"Narragansett; or, The Plantations;"
uc2.ark:/13960/t38053n74,1860,90988,"Whyte-Melville, G. J.",Holmby house
nyp.33433074859616,1860,106292,"Grey,","Marriage, a lottery"
nyp.33433074920236,1860,67627,<blank>,"Narragansett; or, The Plantations;"
nyp.33433074857172,1860,78189,"Gaskell, Elizabeth Cleghorn,",My Lady Ludlow
mdp.39015063939741,1860,123698,"Lover, Samuel,",Legends and stories of Ireland
uiuo.ark:/13960/t2k64rc26,1860,54784,Blue Tunic,From the peasantry to the peerage
uiuo.ark:/13960/t2697sd0v,1860,42916,"Stretton, Julia Cecilia,",Mr. and Mrs. Asheton
nyp.33433076079908,1860,99217,"Marsh, Jeannie S.",Cathara Clyde
uc2.ark:/13960/t0vq2v64h,1860,40451,"Ferry, Gabriel,",The wood-rangers
uc2.ark:/13960/t03x83v4f,1860,75029,"Arthur, T. S.","Twenty years ago, and now"
uiuo.ark:/13960/t0wq0877x,1860,49426,"Beale, Anne.",Country landlords
uc2.ark:/13960/t7br8w54c,1860,96414,"Thompson, Daniel P.",Gaut Gurley;
uc2.ark:/13960/t1mg7hv5z,1860,45250,"Ferry, Gabriel,",The wood-rangers
uiuo.ark:/13960/t9b56xk7j,1860,43220,"Daniel,",Tried in the fire. A tale
uc1.b3324403,1860,73395,"Lawrence, George A.",Sword and gown
nyp.33433008143418,1860,24006,"Smith, M. J. P.,",Marcia and Ellen
uc1.b3122093,1860,381467,"Aimard, Gustave,",Collected novels
uc1.b3122092,1860,373390,"Aimard, Gustave,",Collected novels
uc2.ark:/13960/t7jq13j54,1860,38604,"Pepys, Charlotte Maria,","A journey on a plank from Kiev to Eaux-Bonnes, 1859"
nyp.33433082168943,1860,78066,"Adams, William T.",Marrying a beggar;
njp.32101063604407,1860,24977,<blank>,Little Willie
uc1.b3123842,1860,49443,"Horlock, Knightley William,",Lord Fitzwarine
nyp.33433075749881,1860,167466,"Lee, Holme,",Against wind and tide
uiuo.ark:/13960/t1dj6191h,1860,55842,"Lee, Holme,",The Wortlebank diary
uc1.$b809249,1860,95941,"Holmes, Oliver Wendell,",The professor at the breakfast-table;
uc1.b283537,1861,64469,"Aimard, Gustave,",The Indian chief
mdp.39015071422037,1861,31699,"Edwards, C. M.","Sammy Seymour, the drunkard's boy"
uc2.ark:/13960/t4nk37f2g,1861,29182,"Beck, Edward",A packet of seeds saved by an old gardner
nyp.33433081613584,1861,53511,"Forrester, Alfred Henry,","Fairy footsteps; or, Lessons from legends"
uiuo.ark:/13960/t09w0rt4b,1861,49590,"Corkran, John Frazer,","East and West, or, Once upon a time"
nyp.33433068270051,1861,23522,"Gatty, Alfred,",The circle of blessing
nyp.33433076079874,1861,115858,"Ilsley, Charles P.",The wrecker's daughter
uc2.ark:/13960/t0qr4sw50,1861,36418,"Trollope, Thomas Adolphus,",La Beata
uc1.b3139662,1861,203099,<blank>,[American library
njp.32101067302628,1861,98486,"Griswold, F. Burge",Nina
uiuo.ark:/13960/t3126jh83,1861,81983,"Whyte-Melville, G. J.",Good for nothing
nyp.33433074862198,1861,103071,"Caldwell, John H.,",The Thurstons of the old Palmetto state
uiuo.ark:/13960/t5m90wb8z,1861,73614,"Whyte-Melville, G. J.",Good for nothing
uc1.b3547927,1861,278946,"Reade, Charles,",The cloister and the hearth;
uc1.b3136622,1861,61074,"Lee, Holme,","Warp and woof, or, The reminiscences of Doris Fletcher"
dul1.ark:/13960/t9n30nm3k,1861,29801,"Hughes, Thomas,",Brown and Arthur
nyp.33433075755037,1861,128703,"Andersen, H. C.",Andersen's tales for children
dul1.ark:/13960/t4fn1xw0p,1861,67997,"Seals, A. B.",Rockford;
uiuo.ark:/13960/t4zg6z88q,1861,57279,"Cook, Dutton,",Paul Foster's daughter
nyp.33433075822951,1861,60403,<blank>,Half-hours with foreign authors
dul1.ark:/13960/t3ws9h66t,1861,1575,"Key, Francis Scott,","Daniel Murray, late lieutenant in the American navy"
nyp.33433075970669,1861,29924,<blank>,Short stories from the lives of remarkable women
nyp.33433075872956,1861,68824,"Pycroft, James,",Agony point
uc1.$b807324,1861,146205,"Curtis, George William,",Trumps
uiuo.ark:/13960/t9k36g40f,1861,41186,"Pemberton,",The world's furniture
uc2.ark:/13960/t4fn11205,1861,6567,"Brady, James T.",A Christmas dream
mdp.39015033481303,1861,170152,"Dickens, Charles,",The lamplighter's story;
wu.89098867989,1861,35051,"Leslie, Madeline,","Tim, the scissors grinder"
uiuo.ark:/13960/t2q53818b,1861,87416,"Radecliffe, Noell.",Wheel within wheel
njp.32101007613167,1861,42119,"Blagden, Isa,",Agnes Tremorne
wu.89098884901,1861,50057,"Hankins, Marie Louise.",Women of New York
uc1.b3139663,1861,197220,<blank>,[American library
njp.32101065704262,1861,63515,"Redding, Cyrus,",Keeping up appearances;
nyp.33433074945696,1861,248903,"Collins, Wilkie,",The woman in white
uiuo.ark:/13960/t2d79ps6c,1861,64768,"Eyre, Mary.",A family history
nyp.33433075727341,1861,128559,"Fleming, May Agnes,","Silver star; or, The mystery of Fontelle hall"
nyp.33433082524939,1860,20512,"Andrews, Jane,",The seven little sisters who live on the round ball that floats in the air
nyp.33433075906283,1861,282661,"Reade, Charles,",The cloister and the hearth;
uiuo.ark:/13960/t88g98r2v,1861,46969,"Smythies, Harriet Maria Gordon.",The Daily Governess
uiuo.ark:/13960/t59c78h4c,1861,58468,"Coulton,",My eldest brother
uc2.ark:/13960/t9f47ks15,1861,45041,"Adams, William Taylor,",Little by little
uc1.b3327555,1861,36146,"Pepys, Charlotte,",Domestic sketches in Russia
uc2.ark:/13960/t1zc7v19b,1861,69782,"Gillies, Mary,",The Carewes
uc2.ark:/13960/t8hd7r98f,1861,103568,"Aimard, Gustave,",The trail hunter
coo.31924065002226,1861,134039,"Yonge, Charlotte M.",Hopes and fears;
uc2.ark:/13960/t6rx93s11,1861,75628,"Barnes, Josiah.",The Green mountain travellers' entertainment
njp.32101067631109,1861,245076,"Brooks, Shirley,",The silver cord
uc1.b271263,1861,28816,"Beck, Edward",A packet of seeds saved by an old gardner
nyp.33433075743884,1861,146146,"Sherwood,",Popular tales
uiuo.ark:/13960/t8z89k24q,1861,57878,"Coulton,",My eldest brother
njp.32101066456904,1862,57115,"Clive, Caroline,",Why Paul Ferroll killed his wife
uiuo.ark:/13960/t1mg84m64,1862,35395,"Macleod, Norman,",The old lieutenant and his son
coo.31924065001046,1862,102330,"Wood, Henry,",The Channings
uiuo.ark:/13960/t5w670652,1862,43963,"Macleod, Norman,",The old lieutenant and his son
mdp.39015067196728,1862,1449988,"Lytton, Edward Bulwer Lytton,",Pelham novels
wu.89098867914,1862,14308,"Baker, Sarah S.",The woodman's Nannette
uiuo.ark:/13960/t8tb1rx2f,1862,57705,"Sala, George Augustus,",The seven sons of Mammon
nyp.33433076067143,1862,112636,"Kimball, Richard B.",Undercurrents of Wall-Street
loc.ark:/13960/t9377xj70,1862,32161,"Aldrich, Thomas Bailey,",Out of his head
nyp.33433004998849,1860,76470,<blank>,"The Canterbury bells; or, Scenes in the Belmont family"
uc2.ark:/13960/t9m32qs71,1862,32603,<blank>,"Tom Tracy of Brier Hill, or, whose is the victory?"
njp.32101066477728,1862,26712,"Baker, Sarah Schoomaker (Tuthill,","Cheerily, cheerily"
uiuo.ark:/13960/t79s2cs6z,1862,43982,"Robinson, F. W.","Slaves of the ring; or, Before and after"
uva.x030809537,1862,91986,"Roberts, Margaret,",Mademoiselle Mori
uc1.b3546410,1862,118980,"Beecher, Henry Ward,",Eyes and ears
mdp.39015062319523,1862,60369,"Sala, George Augustus,",The seven sons of Mammon
mdp.39015041172282,1862,273198,"Hugo, Victor,",Les misérables
nyp.33433075770754,1862,41022,"Wood, Henry,",The foggy night at Offord
mdp.39015053697820,1862,270099,"Hugo, Victor,",Les misérables
nyp.33433075861801,1862,104620,"Yonge, Charlotte M.","The young step-mother, or, A chronicle of mistakes"
uc2.ark:/13960/t5bc3vt09,1862,69658,"Gould, Edward Sherman,","John Doe and Richard Roe, or, Episodes of life in New York"
uva.x030809536,1862,95324,"Roberts, Margaret,",Mademoiselle Mori
njp.32101067706810,1862,62946,"Biggs, E. Ashurst",White and black
njp.32101067630127,1862,64211,"Bede, Cuthbert,",The curate of Cranston
nnc1.0043217893,1862,31130,"Sala, George Augustus,","The two prima donnas, and The dumb door porter"
uc1.b3324273,1862,81985,"Scotus, Johannes.",The weird of the Wentworths;
uiuo.ark:/13960/t8v98fp45,1862,83497,"Collins, Wilkie,",No name
uiuo.ark:/13960/t9x06rb2g,1862,50698,"Stretton, Julia Cecilia Collinson,",The ladies of Lovel-Leigh
mdp.39015062319531,1862,59849,"Sala, George Augustus,",The seven sons of Mammon
wu.89063597124,1862,75642,"Gilmore, James R.","Among the pines, or, South in secession-time"
uva.x030825611,1862,73498,"Lytton, Edward Bulwer Lytton,",Zanoni
wu.89098867948,1862,37284,"Leslie, Madeline,","The organ grinder, or, Struggles after holiness"
mdp.39015078570853,1862,68021,"Traill, Catherine Parr Strickland,",The Canadian Crusoes
uc2.ark:/13960/t3125sd9r,1862,43313,"Howitt, Mary Botham,",The favorite scholar
uiuo.ark:/13960/t3pv6rv8w,1862,58430,"Biggs, E. Ashurst",White and black
njp.32101065191197,1862,74732,"Oliphant,",The last of the Mortimers
njp.32101068971678,1862,56428,"Kimball, Richard B.",Student's abroad
uiuo.ark:/13960/t0vq3kd0b,1862,50694,"Oliphant,",The last of the Mortimers
njp.32101065605386,1862,204576,"Wood, Henry,",The Channings
nyp.33433082419189,1862,5469,"Optic, Oliver,","Robinson Crusoe, Jr"
uc2.ark:/13960/t74t6md7q,1862,67378,"Wood, Henry,",The Channings
uc2.ark:/13960/t7qn6494p,1862,203499,"Lever, Charles James,",One of them
nyp.33433082303094,1862,46154,<blank>,"Four-footed favourites; or, Stories about pets"
mdp.39015003928036,1862,49707,"Gatty, Alfred,",Aunt Judy's letters
nyp.33433075909915,1862,72312,"Borrow, George Henry,",Wild Wales
nyp.33433076051790,1862,53224,<blank>,Mary Lincoln
uc1.b794517,1862,75399,"Gilmore, James R.","Among the pines: or, South in secession-time"
coo.31924013540483,1862,74510,"Robinson, F. W.",Owen:--a waif;
nyp.33433082546601,1862,24779,"Knight, Susan G.","Pete, the cunner boy; or, the boy who kept the fifth commandment"
uva.x030825610,1862,88866,"Lytton, Edward Bulwer Lytton,",The disowned
uiuo.ark:/13960/t50g4932j,1863,58094,"Russell, William.",Autobiography of an English detective
uiuo.ark:/13960/t5db8pf3x,1863,86848,"Taylor, Meadows,",Tara
uiuo.ark:/13960/t0cv53g26,1863,67765,"Lee, Holme,",Annis Warleigh's fortunes
njp.32101019347416,1863,98243,<blank>,"The American mail-bag, or Tales of the War"
uc2.ark:/13960/t19k47z53,1863,50564,"Dickens, Charles,",Charles Dickens's new Christmas story
nyp.33433074950076,1863,180757,"Clarke, Mary Cowden,","The iron cousin; or, Mutual influence"
nyp.33433074877121,1863,112175,"Kingsley, Henry,",Austin Elliot
njp.32101068171030,1863,73966,"Howitt, Mary Botham,","Hope on! Hope ever! or, The boyhood of Felix Law"
nyp.33433008142832,1863,104572,"Ross, Ellen Brook.","Gertrude Winn; or, Our nation's curse: how it works in homes"
uiuo.ark:/13960/t6qz2v302,1863,35916,"Ponsonby, Emily,",Mary Lyndsay
uiuo.ark:/13960/t3hx1w340,1863,60846,"Maxwell,",Eleanor's victory
dul1.ark:/13960/t3223p23p,1863,282753,"Wood, Henry,",The shadow of Ashlydyat
inu.39000002829823,1863,54879,"Kingsley, Henry,",Austin Elliot
uc2.ark:/13960/t1fj2bp9t,1863,75415,"Grey, Jeannie H.",Tactics;
nc01.ark:/13960/t76t15d8j,1863,69324,"Trowbridge, J. T.",The drummer boy
nyp.33433082002910,1863,76439,"Newell, R. H.",The Orpheus C. Kerr [pseud.] papers
uiuo.ark:/13960/t7wm1jd68,1863,45522,"Armstrong, F. C.","The pirates of ""The Foam"""
uc1.b3339483,1863,161547,"Jerrold, Douglas William,",The works of Douglas Jarrold
uiuo.ark:/13960/t6k07qt6q,1863,65140,"Tautphoeus, Jemima Montgomery,",At odds;
mdp.39015032860713,1863,213008,"Jerrold, Douglas William,",The works of Douglas Jarrold
njp.32101068177391,1863,107563,"Durivage, Francis A.","The three brides, Love in a cottage"
uc2.ark:/13960/t8gf0r670,1863,39194,"Nathusius, Marie,",Above her station;
njp.32101069165700,1863,65598,"Edwards, Annie,",A point of honor
uiuo.ark:/13960/t4hm5jm5r,1863,56937,"Cook, Dutton,",Leo
mdp.39015030753993,1863,223055,"Jerrold, Douglas William,",The works of Douglas Jarrold
uiuo.ark:/13960/t3ws90c5c,1863,54174,"Clarke, Charles.",Charlie Thornhill;
dul1.ark:/13960/t1pg2fm47,1863,76758,"Braddon, M. E.","Darrell Markham: or, The captain of the Vulture"
uc2.ark:/13960/t0rr1pn3t,1863,81214,"Coggeshall, William Turner,",Stories of frontier adventure in the South and West
uiuo.ark:/13960/t24b3qq9m,1863,66995,"Tautphoeus, Jemima Montgomery,",At odds;
mdp.39015063076981,1863,60313,"Edwards, Bruce.",Rachel Noble's experience
umn.31951002065829g,1863,124607,"Gilbert, William,","Shirley hall asylum; or, The memoirs of a monomaniac"
uiuo.ark:/13960/t7br99p7w,1863,46390,"Manning, Anne,",Meadowleigh: a tale of English country life
dul1.ark:/13960/t3805wz7p,1863,45580,"McCabe, James Dabney,",The aid-de-camp
uiuo.ark:/13960/t9j39193k,1863,48846,"Armstrong, F. C.","The pirates of ""The Foam"""
uc2.ark:/13960/t2k64c233,1863,85990,"Davis, Peter Seibert,",The young parson
inu.30000007265501,1863,60701,"Braddon, M. E.",Eleanor's victory
mdp.39015078569822,1863,76190,"St. John, Percy B.",The Arctic Crusoe
uiuo.ark:/13960/t66403x8w,1863,37409,<blank>,"False positions, or, Sketches of character"
uc2.ark:/13960/t22b8xs3c,1863,67600,"Ouida,",Held in bondage
nc01.ark:/13960/t8mc9cd92,1863,54175,"Kelso, Isaac.",The stars and bars;
nyp.33433082289855,1863,27921,"A. L. O. E.,",The broken chain
uc2.ark:/13960/t6542jn46,1863,58142,"Fabens, Joseph Warren,",In the tropics
uc2.ark:/13960/t9g44mk8f,1863,67970,"Ouida,",Held in bondage
nyp.33433084129422,1863,117513,"Leslie, Madeline,",The household angel in disguise
uiuo.ark:/13960/t2p565v38,1863,71064,"Pycroft, James,",Dragons' teeth
nc01.ark:/13960/t24b3kd4h,1863,35192,"Ellis, Edward Sylvester,","The track of fire, or, A cruise with the pirate Semmes"
uiuo.ark:/13960/t6vx0zb12,1863,64548,"Phillips, Charles,",The cream of life
uc1.b3327483,1863,92403,"Walshe, Elizabeth H.",Cedar Creek
uc2.ark:/13960/t3ws8pp78,1863,47922,"Kingsley, Henry,",Austin Elliot
uiuo.ark:/13960/t8sb4d79j,1863,66790,"Cook, Dutton,",Leo
uc2.ark:/13960/t4mk66g1v,1864,1237,"Perrault, Charles,",Sleeping beauty in the woods
uiuo.ark:/13960/t3611nv3q,1864,70399,"Sala, George Augustus,",Quite alone
nyp.33433074970546,1864,98270,"Charles, Elizabeth Rundle,",The early dawn;
inu.32000006995882,1864,54923,"Manning, Anne,",The interrupted wedding
uc2.ark:/13960/t1xd0r67r,1864,103002,"Townsend, Virginia F.",The battle-fields of our fathers
dul1.ark:/13960/t7sn0zb4d,1864,53467,"Johnston, Richard Malcolm,",Georgia sketches
uiuo.ark:/13960/t6vx11m1v,1864,49809,"Yates, Edmund Hodgson,",Broken to harness
njp.32101038138291,1864,51354,"Warner, Susan,",Carl Krinken
nc01.ark:/13960/t2n58zp4g,1864,155797,"Ford, Sallie Rochester,",Raids and romance of Morgan and his men
nyp.33433076021603,1864,133578,"Stephens, Ann S.",The wife's secret
njp.32101067634475,1864,14003,"Halpine, Mary Grace.",The prayer of faith
dul1.ark:/13960/t6m04w73w,1864,103570,"Longstreet, Augustus Baldwin,",Master William Mitten
njp.32101072041765,1864,55617,"Neil, Ross,","Abbot's Cleve, or, Can it be proved?"
uc2.ark:/13960/t9f47hm13,1864,120861,"Holland, J. G.",The Bay-path;
uva.x001751754,1864,74868,"Evans, Augusta J.",Inez: a tale of the Alamo
uc2.ark:/13960/t57d2qs9k,1864,78101,"Vingut, Gertrude Fairfield.",Naomi Torrente
uc2.ark:/13960/t3cz3cz3c,1864,187276,"Sargent, Epes,",Peculiar;
dul1.ark:/13960/t6sx72j5z,1864,35152,"Haw, M. J.",The rivals
nyp.33433074970512,1864,172005,"Charles, Elizabeth Rundle,",Chronicles of the Schönberg-Cotta family
uc2.ark:/13960/t1hh6cn1q,1864,54977,"Bulfinch, S. G.",Honor;
uc1.b3123851,1864,72602,<blank>,The cost of Caergwyn
nc01.ark:/13960/t9r21dm82,1864,186684,"Sargent, Epes,",Peculiar;
uc2.ark:/13960/t5w66cb0m,1864,58976,"Robins, Arthur,",Black moss
uc1.b250234,1864,49058,"Braddon, M. E.",Henry Dunbar
nyp.33433081764098,1864,38362,<blank>,"Notes of hospital life, from November, 1861 to August, 1863"
nyp.33433076060858,1864,110657,"Warner, Susan,",The old helmet
nnc1.1002206048,1864,148871,"Stretton, Julia Cecilia,",Margaret and her bridesmaids
umn.31951000896754u,1864,23445,"May, Sophie,",Captain Horace
uc2.ark:/13960/t84j0bm7b,1864,171798,"Clemmer, Mary,",Victoire
uiuo.ark:/13960/t0jt0c18w,1864,83301,"Dickens, Charles,",Our mutual friend
uiuo.ark:/13960/t6n01fs7s,1864,51486,"Clarke, Charles.","Which is the winner? or, The first gentleman of his family"
nyp.33433082529573,1864,50176,"Optic, Oliver,",Rich and humble;
uc1.b259365,1864,31870,"Challice, Annie Emma (Armstrong),",French authors at home
uiuo.ark:/13960/t9p27hj5m,1864,61370,"Saunders, John,",Guy Waterman
uiuo.ark:/13960/t6pz5vh5p,1864,54870,"Robinson, F. W.",Mattie
inu.32000014252649,1864,58315,"Robinson, Emma,",Madeleine Graham
nyp.33433043977010,1864,121232,L. M. M.,Nepenthe
uiuo.ark:/13960/t2g741t6p,1864,56988,"Robinson, Emma,",Madeleine Graham
uiuo.ark:/13960/t4mk70p0z,1864,53899,"Yates, Edmund Hodgson,",Broken to harness
nc01.ark:/13960/t7rn3nq6d,1864,23876,<blank>,"Walter Martin; or, The factory, the school, and the camp"
nyp.33433040040200,1864,127089,"Gerstäcker, Friedrich,",Western lands and western waters
nnc1.0037104470,1864,156457,"Lever, Charles James,",[Works
uc2.ark:/13960/t2d797v7c,1864,42893,"Cousin Carrie,","""Keep a good heart"""
uiuo.ark:/13960/t4dn4np0h,1864,49563,"Lockhart, Langton.",Raised to the woolsack
uiuo.ark:/13960/t22b98x45,1864,63056,"Beale, Anne.","Nothing venture, nothing have"
nyp.33433074863733,1864,148695,"James, G. P. R.",The fate: a tale of stirring times
uc1.b3123852,1864,67041,<blank>,The cost of Caergwyn
nyp.33433075742241,1864,319211,"Reynolds, George W. M.",Pickwick abroad
uiuo.ark:/13960/t4qj7s111,1864,45676,"Daniel,",Reaping the whirlwind. A novel
nyp.33433075766679,1864,159941,"Phillips, George S.",The gypsies of the Danes' dike
uiuo.ark:/13960/t0tq6jr5n,1865,50002,"Strauss, G. L. M.",The old ledger
wu.89098020001,1865,99243,"Denison, Mary A.",The lover's trials;
